event_id,x_reco,y_reco,z_reco,multiplicity,mean_start_dist,mean_dca,max_dca,avg_length,avg_nhits,avg_energy,avg_dedx,max_opening_angle,mean_opening_angle,min_dist_to_true,label
69,-1096.263155389968,-2260.6721754300593,11835.5,1,0.0,0.0,0.0,1137.0615234375,27.5,94.07981491088867,0.08273942348033368,0.0,0.0,435.2748133125922,0
69,-1146.8831641366896,-2841.435080486175,11890.5,1,0.0,0.0,0.0,307.2694396972656,12.5,50.4946174621582,0.16433335352812034,0.0,0.0,512.6955266739333,0
70,-1269.6650672401704,3225.546441376767,13121.212165433888,2,116.09908921357803,21.608673773831953,21.60867377383238,279.41638565063477,8.0,12.052426218986511,0.04713921429003523,70.5498793828074,70.5498793828074,2324.9277971122265,0
71,-82.5631263039104,-1787.4453361508986,12660.5,1,0.0,0.0,0.0,316.75878143310547,11.0,37.64402961730957,0.11884131340257541,0.0,0.0,957.3170061677415,0
71,385.72974005581,-2407.7458973067337,12605.5,1,0.0,0.0,0.0,2094.4224243164062,37.5,114.60982894897461,0.05472144855705594,0.0,0.0,937.7046331068887,0
72,-207.32846591428415,60305.831860413135,11725.5,1,0.0,0.0,0.0,222.30884552001953,9.5,39.080535888671875,0.17579388619132819,0.0,0.0,59239.248624600885,0
72,1283.2897424847597,1586.5111166360584,11890.5,1,0.0,0.0,0.0,115.59111022949219,6.0,15.632038116455078,0.13523564299555177,0.0,0.0,835.3548181033277,0
72,1370.7747211338108,-13551.426146904567,15313.0,1,0.0,0.0,0.0,708.0544128417969,11.5,34.68203544616699,0.048982161281884595,0.0,0.0,7003.402716189282,0
73,2234.165659080512,4075.3418621241544,14833.0,1,0.0,0.0,0.0,545.6152648925781,11.5,14.194409847259521,0.026015419216788495,0.0,0.0,3767.4675034621337,0
73,1964.4431774682134,4287.742555825702,15153.0,1,0.0,0.0,0.0,334.1050262451172,5.0,6.579943418502808,0.019694236547268856,0.0,0.0,3826.708135993567,0
